,Chapter,Verse,Sanskrit,Transliteration
397,11,15,"
अनेकबाहूदरवक्त्रनेत्रंपश्यामि त्वां सर्वतोऽनन्तरूपम्  नान्तं न मध्यं न पुनस्तवादिंपश्यामि विश्वेश्वर विश्वरूप      
","
aneka bāhūdara vaktra netraṁpaśhyāmi tvāṁ sarvato ’nanta rūpamnāntaṁ na madhyaṁ na punas tavādiṁpaśhyāmi viśhveśhvara viśhva rūpa
"
398,11,16,"
किरीटिनं गदिनं चक्रिणं चतेजोराशिं सर्वतो दीप्तिमन्तम्  पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद्दीप्तानलार्कद्युतिमप्रमेयम्      
","
kirīṭinaṁ gadinaṁ chakriṇaṁ chatejo rāśhiṁ sarvato dīptimantampaśhyāmi tvāṁ durnirīkṣhyaṁ samantāddīptānalārka dyutim aprameyam
"
399,11,17,"
त्वमक्षरं परमं वेदितव्यंत्वमस्य विश्वस्य परं निधानम्  त्वमव्यय: शाश्वतधर्मगोप्तासनातनस्त्वं पुरुषो मतो मे      
","
tvam akṣharaṁ paramaṁ veditavyaṁtvam asya viśhvasya paraṁ nidhānamtvam avyayaḥ śhāśhvata dharma goptāsanātanas tvaṁ puruṣho mato me
"
400,11,18,"
अनादिमध्यान्तमनन्तवीर्य-मनन्तबाहुं शशिसूर्यनेत्रम्  पश्यामि त्वां दीप्तहुताशवक्त्रं-स्वतेजसा विश्वमिदं तपन्तम्      
","
anādi madhyāntam ananta vīryamananta bāhuṁ śhaśhi sūrya netrampaśhyāmi tvāṁ dīpta hutāśha vaktraṁsva tejasā viśhvam idaṁ tapantam
"
401,11,19,"
द्यावापृथिव्योरिदमन्तरं हिव्याप्तं त्वयैकेन दिशश्च सर्वा:  दृष्ट्वाद्भुतं रूपमुग्रं तवेदंलोकत्रयं प्रव्यथितं महात्मन्      
","
dyāv ā pṛithivyor idam antaraṁ hivyāptaṁ tvayaikena diśhaśh cha sarvāḥdṛiṣhṭvādbhutaṁ rūpam ugraṁ tavedaṁloka trayaṁ pravyathitaṁ mahātman
"
402,11,20,"
अमी हि त्वां सुरसङ्घा विशन्तिकेचिद्भीता: प्राञ्जलयो गृणन्ति  स्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घा:स्तुवन्ति त्वां स्तुतिभि: पुष्कलाभि:      
","
amī hi tvāṁ sura saṅghā viśhantikechid bhītāḥ prāñjalayo gṛiṇantisvastīty uktvā maharṣhi siddha saṅghāḥstuvanti tvāṁ stutibhiḥ puṣhkalābhiḥ
"
403,11,21,"
रुद्रादित्या वसवो ये च साध्या विश्वेऽश्विनौ मरुतश्चोष्मपाश्च  गन्धर्वयक्षासुरसिद्धसङ्घावीक्षन्ते त्वां विस्मिताश्चैव सर्वे      
","
rudrādityā vasavo ye cha sādhyāviśhve ’śhvinau marutaśh choṣhmapāśh chagandharva yakṣhāsura siddha saṅghāvīkṣhante tvāṁ vismitāśh chaiva sarve
"
404,11,22,"
रूपं महत्ते बहुवक्त्रनेत्रंमहाबाहो बहुबाहूरुपादम्  बहूदरं बहुदंष्ट्राकरालंदृष्ट्वा लोका: प्रव्यथितास्तथाहम्      
","
rūpaṁ mahat te bahu vaktra netraṁmahā bāho bahu bāhūru pādambahūdaraṁ bahu danṣhṭrā karālaṁdṛiṣhṭvā lokāḥ pravyathitās tathāham
"
405,11,23,"
नभ:स्पृशं दीप्तमनेकवर्णंव्यात्ताननं दीप्तविशालनेत्रम्  दृष्ट्वा हि त्वां प्रव्यथितान्तरात्माधृतिं न विन्दामि शमं च विष्णो      
","
nabhaḥ spṛiśhaṁ dīptam aneka varṇaṁvyāttānanaṁ dīpta viśhāla netramdṛiṣhṭvā hi tvāṁ pravyathitāntar ātmādhṛitiṁ na vindāmi śhamaṁ cha viṣhṇo
"
406,11,24,"
दंष्ट्राकरालानि च ते मुखानिदृष्ट्वैव कालानलसन्निभानि  दिशो न जाने न लभे च शर्मप्रसीद देवेश जगन्निवास      
","
danṣhṭrā karālāni cha te mukhānidṛiṣhṭvaiva kālānala sannibhānidiśho na jāne na labhe cha śharmaprasīda deveśha jagan nivāsa
"
407,11,25,"
अमी च त्वां धृतराष्ट्रस्य पुत्रा:सर्वे सहैवावनिपालसङ्घै:  भीष्मो द्रोण: सूतपुत्रस्तथासौसहास्मदीयैरपि योधमुख्यै:      वक्त्राणि ते त्वरमाणा विशन्तिदंष्ट्राकरालानि भयानकानि  केचिद्विलग्ना दशनान्तरेषुसन्दृश्यन्ते चूर्णितैरुत्तमाङ्गै:      
","
amī cha tvāṁ dhṛitarāśhtrasya putrāḥsarve sahaivāvani pāla saṅghaiḥbhīṣhmo droṇaḥ sūta putras tathāsausahāsmadīyair api yodha mukhyaiḥvaktrāṇi te tvaramāṇā viśhantidanṣhṭrā karālāni bhayānakānikechid vilagnā daśhanāntareṣhusandṛiśhyante chūrṇitair uttamāṅgaiḥ
"
408,11,26,"
यथा नदीनां बहवोऽम्बुवेगा:समुद्रमेवाभिमुखा द्रवन्ति  तथा तवामी नरलोकवीराविशन्ति वक्त्राण्यभिविज्वलन्ति      यथा प्रदीप्तं ज्वलनं पतङ्गाविशन्ति नाशाय समृद्धवेगा:  तथैव नाशाय विशन्ति लोका-स्तवापि वक्त्राणि समृद्धवेगा:      
","
yathā nadīnāṁ bahavo ’mbu vegāḥsamudram evābhimukhā dravantitathā tavāmī nara loka vīrāviśhanti vaktrāṇy abhivijvalantiyathā pradīptaṁ jvalanaṁ pataṅgāviśhanti nāśhāya samṛiddha vegāḥtathaiva nāśhāya viśhanti lokāstavāpi vaktrāṇi samṛiddha vegāḥ
"
409,11,27,"
लेलिह्यसे ग्रसमान: समन्ता-ल्लोकान्समग्रान्वदनैर्ज्वलद्भि:  तेजोभिरापूर्य जगत्समग्रंभासस्तवोग्रा: प्रतपन्ति विष्णो      
","
lelihyase grasamānaḥ samantāllokān samagrān vadanair jvaladbhiḥtejobhir āpūrya jagat samagraṁbhāsas tavogrāḥ pratapanti viṣhṇo
"
410,11,28,"
आख्याहि मे को भवानुग्ररूपोनमोऽस्तु ते देववर प्रसीद  विज्ञातुमिच्छामि भवन्तमाद्यंन हि प्रजानामि तव प्रवृत्तिम्      
","
ākhyāhi me ko bhavān ugra rūponamo ’stu te deva vara prasīdavijñātum ichchhāmi bhavantam ādyaṁna hi prajānāmi tava pravṛittim
"
411,11,29,"
श्रीभगवानुवाच  कालोऽस्मि लोकक्षयकृत्प्रवृद्धोलोकान्समाहर्तुमिह प्रवृत्त:  ऋतेऽपि त्वां न भविष्यन्ति सर्वेयेऽवस्थिता: प्रत्यनीकेषु योधा:      
","
śhrī bhagavān uvāchakālo ’smi loka kṣhaya kṛit pravṛiddholokān samāhartum iha pravṛittaḥṛite ’pi tvāṁ na bhaviṣhyanti sarveye ’vasthitāḥ pratyanīkeṣhu yodhāḥ
"
412,11,30,"
तस्मात्त्वमुत्तिष्ठ यशो लभस्वजित्वा शत्रून्भुङ् क्ष्व राज्यं समृद्धम्  मयैवैते निहता: पूर्वमेवनिमित्तमात्रं भव सव्यसाचिन्      
","
tasmāt tvam uttiṣhṭha yaśho labhasvajitvā śhatrūn bhuṅkṣhva rājyaṁ samṛiddhammayaivaite nihatāḥ pūrvam evanimitta mātraṁ bhava savya sāchin
"
413,11,31,"
द्रोणं च भीष्मं च जयद्रथं चकर्णं तथान्यानपि योधवीरान्  मया हतांस्त्वं जहि मा व्यथिष्ठायुध्यस्व जेतासि रणे सपत्नान्      
","
droṇaṁ cha bhīṣhmaṁ cha jayadrathaṁ chakarṇaṁ tathānyān api yodha vīrānmayā hatāṁs tvaṁ jahi mā vyathiṣhṭhāyudhyasva jetāsi raṇe sapatnān
"
414,11,32,"
सञ्जय उवाच  एतच्छ्रुत्वा वचनं केशवस्यकृताञ्जलिर्वेपमान: किरीटी  नमस्कृत्वा भूय एवाह कृष्णंसगद्गदं भीतभीत: प्रणम्य      
","
sañjaya uvāchaetach chhrutvā vachanaṁ keśhavasyakṛitāñjalir vepamānaḥ kirīṭīnamaskṛitvā bhūya evāha kṛiṣhṇaṁsa gadgadaṁ bhīta bhītaḥ praṇamya
"
415,11,33,"
अर्जुन उवाच  स्थाने हृषीकेश तव प्रकीर्त्याजगत्प्रहृष्यत्यनुरज्यते च  रक्षांसि भीतानि दिशो द्रवन्तिसर्वे नमस्यन्ति च सिद्धसङ्घा:      
","
arjuna uvāchasthāne hṛiṣhīkeśha tava prakīrtyājagat prahṛiṣhyaty anurajyate charakṣhānsi bhītāni diśho dravantisarve namasyanti cha siddha saṅghāḥ
"
416,11,34,"
कस्माच्च ते न नमेरन्महात्मन्गरीयसे ब्रह्मणोऽप्यादिकर्त्रे  अनन्त देवेश जगन्निवासत्वमक्षरं सदसतत्परं यत्      
","
kasmāch cha te na nameran mahātmangarīyase brahmaṇo ’py ādi kartreananta deveśha jagan nivāsatvam akṣharaṁ sad asat tat paraṁ yat
"
